96,158,352,158,352,176,96,176,0.9996371
32,113,96,113,96,181,32,181,0.99963427
640,490,752,490,752,522,640,522,0.9995179
592,463,752,463,752,495,592,495,0.99948514
96,119,336,119,336,155,96,155,0.9994198
80,356,704,356,704,418,80,418,0.99938583
32,525,128,525,128,551,32,551,0.99934644
96,182,336,182,336,198,96,198,0.99933857
